id,question,answer,category,subcategory,difficulty,source,dataset_name,interview_type,language,tags,created_at
315,"Generate interview questions based on this resume and job description: TensorFlow, MongoDB, Spark, Kubernetes, Terraform | Target Role: Looking for an opportunity as a MLOps Specialist to leverage my expertise in information technology and make a meaningful impact in the industry.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
316,"Generate interview questions based on this resume and job description: Statistics, CI/CD, Network Security, GraphQL, Agile, Kubernetes, MongoDB, Machine Learning | Target Role: Seeking a challenging role as a Machine Learning Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
317,"Generate interview questions based on this resume and job description: Spark, DevOps, Agile, TensorFlow, Git, Java, AWS | Target Role: Looking for an opportunity as a Machine Learning Engineer to leverage my expertise in cybersecurity and make a meaningful impact in the industry.",,Machine Learning Engineer,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
318,"Generate interview questions based on this resume and job description: PyTorch, MongoDB, JavaScript, Cloud Computing | Target Role: Seeking a challenging role as a Site Reliability Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.",,nan,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
319,"Generate interview questions based on this resume and job description: PyTorch, TensorFlow, Scrum, Java, SQL, Docker, Data Analysis, Jenkins | Target Role: Targeting a Software Engineer position to work on challenging technical problems and build innovative applications that deliver value to users.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
320,"Generate interview questions based on this resume and job description: Python, MongoDB, Machine Learning, Cloud Computing, Penetration Testing, CI/CD, TensorFlow, Solidity | Target Role: Looking for a DevOps Engineer position where I can streamline software deployment processes, improve system reliability, and foster a culture of continuous integration and delivery.",,DevOps Engineer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
321,"Generate interview questions based on this resume and job description: Ansible, JavaScript, SQL, Linux, Network Security, AWS | Target Role: Looking for an opportunity as a Frontend Developer to leverage my expertise in cybersecurity and make a meaningful impact in the industry.",,nan,Cybersecurity,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
322,"Generate interview questions based on this resume and job description: Penetration Testing, CI/CD, TensorFlow, Python | Target Role: Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies.",,nan,Artificial Intelligence,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
323,"Generate interview questions based on this resume and job description: CI/CD, PyTorch, Agile, Spark | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,DevOps Engineer,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
324,"Generate interview questions based on this resume and job description: Computer Vision, Network Security, Deep Learning, Azure | Target Role: Targeting a Cloud Engineer position to contribute to cloud migration projects and build resilient, scalable cloud-native applications.",,Cloud Engineer,Machine Learning,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
325,"Generate interview questions based on this resume and job description: Network Security, Cybersecurity, PyTorch, Statistics, Spark, Terraform, Cloud Computing, Computer Vision | Target Role: Looking to join a cybersecurity team as an Analyst where I can apply my knowledge of network security, threat detection, and incident response to safeguard digital infrastructure.",,nan,Information Technology,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
326,"Generate interview questions based on this resume and job description: Git, Kubernetes, Network Security, Blockchain, Azure, Spark, Microservices, Jenkins | Target Role: Targeting a DevOps Engineer role to work with containerization technologies, configuration management tools, and cloud platforms to optimize software delivery.",,nan,Computer Science,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
327,"Generate interview questions based on this resume and job description: Computer Vision, Network Security, Microservices, Scrum, Statistics, Linux, React | Target Role: Seeking a Data Scientist role to apply statistical analysis, machine learning, and data visualization techniques to extract meaningful insights from complex datasets and drive data-driven decision making.",,Data Scientist,Information Systems,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
328,"Generate interview questions based on this resume and job description: Natural Language Processing, Git, Kafka, SQL, Node.js | Target Role: Looking for a Product Manager role where I can leverage market research, user feedback, and data analysis to guide product development decisions.",,nan,Electronics Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
329,"Generate interview questions based on this resume and job description: Kafka, Java, Linux, Microservices, Ansible, Jenkins, MongoDB | Target Role: Seeking a challenging role as an AI Engineer to develop and implement cutting-edge artificial intelligence solutions. Looking to work on machine learning models, neural networks, and AI-driven applications that solve real-world business problems.",,Software Engineer,Computer Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
330,"Generate interview questions based on this resume and job description: SQL, Kafka, MongoDB, Agile, Data Analysis | Target Role: Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.",,nan,Electrical Engineering,Unknown,Kaggle,Resume Job Description,Resume-Based,English,"resume, job description, skills",2026-07-09 12:52:35
